,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R?union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Saint Vincent and the Grenadines,,,,,,,,918,,,113,11,10,,40,,,  3 114,,,,,,,,13,,,35,  2 029,,,,,,,,  13 973,29,,,,5,,,,,,,,1,,,,291,0,1,,,6,,125,,,,,,,,,,,,3,29,,,,,,,,,7,,377,,,,,,368,,,,4,,,,,,2,,,20,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,67,,,,,,,,,,,,,,,22,,,,,,,,,,,,,168,435,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,  6 430,,,,,,,,,  8 008,,  22 808,518,,,,121,,,,,,
Samoa,,,,  15 614,,,,,,,,  26 142,4,,,,,,,,,,,,,,,,,,,6,,,,,,125,,,,,,,,,,,,10,,,,,,,3,,,19,,,,,,,,,,,,,296,4,18,,,,,,,,,449,,,,,,,,,,,,,,,,,,13,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,26,,  52 640,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,187,334,,,,,,16,,,,233,,  16 866,,,,,,,,,,,
San Marino,,,,,,,,,16,,,,1,,,,,,,17,,,,,,,,,41,,,5,,,,,,0,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,220,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,  1 913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,  9 123,,,,,,,2,,,,,,,11,,,,,,,,,70,,,,,,  1 712,,,0,,73,,,12,,,,,,,,,,,,,,2,,,0,,,,,,,  1 493,,,,,,,0,224,,,  4 213,,,,,,7,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,  17 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,57,,,,,,41,,,,,,,,,,,,  1 028,,,,,,,,,,,,,
Saudi Arabia,,,  7 062,,,,,,80,,,  15 107,477,,,408,,,,82,,,,,13,,,,391,,,36,,,,,,  25 139,,,,,18,,,,71,,,,14,,,,,259,192,,,266,,,18,88,  9 125,,,,1,,,,,383,  2 489,,,,,,  3 746,,,426,,,,,32,  2 679,,,,,,388,8,  4 476,  2 201,,674,429,,,962,,,  5 314,,,,  2 077,,,1,  1 319,,,  35 474,,,,,,,,,31,,,305,,,104,,,,,,,,,,,,  1 850,,  1 951,,,,,,602,  1 664,,,50,,,33,733,175,,,897,,,,,219,,,,,,,,,,,  1 377,,,,,,35,,,,630,,845,  1 371,  21 778,,,,  3 059,994,,,2,,,,,,,,  4 416,,,,,,  4 721,  36 148,,  62 496,,,,,  1 618,,,,,,
Senegal,,,,,,,,,,,,433,335,,,,,,,  2 930,,,,,8,,,,222,,,11,  4 033,,  1 478,,  2 423,  6 178,,,,,5,,,,,,  13 265,,1,  18 994,,,,10,59,,,156,,,,,473,,,,2,,,,,204,  117 870,,,  19 746,  118 452,,  4 168,72,,640,,,,,,  26 640,  11 087,,,,,30,21,,,,,22,,,  84 815,,,,,,,,,,,,,360,  1 120,,,32,,,,,  5 501,,,,  38 574,,,44,,,,,,  1 837,,,27,,,  1 012,,,188,  1 150,,,,250,,,,,,,,,88,  2 012,,,,,,36,73,,,,,,,,,,,,,,677,,,,,,,  2 956,,  49 383,,,,,,767,  2 343,,,,,,  1 008,,,,411,65,,,,,,,  2 135,,  38 148,,,,,14,,,  1 745,,131,
Serbia,,,,,,,,,,,,  37 967,  195 177,,,,,,35,  7 725,,,,,21,,  9 223,,517,,,  2 783,,,,,,  35 859,,,,,,,,,,,,,,,  52 185,,,  2 822,  1 402,,,  1 752,,,73,,,,,,12,,52,,,168,  84 701,,,,,,  106 673,,,  4 382,,,,,,,,,,,,  38 724,325,,,,,0,,,  45 581,,,61,,,,,,,5,,,,,148,,  5 932,,,,,,643,,,,,,80,,,,  17 433,,,,,,,,  26 711,,  1 103,,,,,,  4 099,,,,27,,,,,  1 034,50,,,,,,  1 563,,,,,,,,,,,,,,,,,,  1 874,  28 334,,,  4 132,,  3 900,,,,,,  9 295,  168 629,,,,  17 930,,,,,,,,,,,,,,  9 008,,  33 605,,,,,830,,,,,,
Seychelles,,,,,,,,,,,,  3 144,44,,,,,,,14,,,,,0,,,266,35,,,,,,,,,999,,,,,,,,,,,,,,,,,,10,3,,,19,,,,,23,,,,,,,,,9,597,,,,,,,,,24,,,,,,,,,,,,,,,,,,11,,,978,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,51,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,,40,25,,,,,69,236,,,,,,,,,,,,,,,,,,  3 878,374,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,  3 903,267,,,,,,,  1 079,,,,,2,,,,7,,,2,,,15,,,  2 725,,,,,2,,,,,,,,,659,,,,5,18,,,353,,,,,70,,,,,,,,,158,  1 301,,,,  2 330,,  3 256,  2 298,,175,,,,,,  15 098,812,,,,,32,14,,,,,196,,,  1 377,,,,,,,,,,0,,,  11 413,237,,,,,,,,  9 143,,,,,,,,,,,,,,,,149,,,  4 263,,,,,  4 073,,,517,,,,,,,,,,52,,,,,,,,,,,,,,,,,,  14 398,,,,,,,,,,467,,  1 025,,,,,,825,340,,,,,,105,,,,,,,,,,,,  25 281,,  36 561,,,,,,,,,0,,
Singapore,,,,,,,,,2,,,  67 822,286,,,,  9 583,,,258,,,,18,1,,,,137,,  1 541,12,,,,123,,  13 234,,,,,59,,  9 879,,,,,,8,,,,,37,49,,,777,,,,,160,,,,3,,,,,234,  2 283,,,,,,  2 853,,,82,,,,,,,,,,,,76,20,  4 229,  21 907,,,216,,,567,,  2 238,,,,,,,,4,,,,669,,,,,,  79 519,89,,36,,,,,,44,,,,,,,,,,,,  3 547,,  5 579,,,,,,754,,,,46,51,,,820,,28,,,,,,,50,,,,,,,,,,,,,,,,,,,,,927,,503,593,,,,,752,  1 866,,,623,,71,,,,,,197,,,,,,,  45 351,,  31 302,,,,,18,  1 751,,,,,
Sint Maarten (Dutch part),,,,,,,,23,,,701,,,,,,,,,,,,,,48,514,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  21 893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,,,,,,,,,,,,  6 667,  27 170,,,,,,27,  6 471,,,,,20,,  3 058,,253,,,315,,,,,,  14 640,,,,,53,,,,,,,,23,,644,,,151,  87 584,,,  1 348,,,,49,70,,,,14,,,,,214,  4 453,,,,,,  42 856,,,863,,,,,,,,,,,,  21 927,200,,,,,  11 838,,,  10 996,,,25,,,,,,,46,,,,,35,29,710,,,,,,119,,,,,,143,,,4,56,,,,,,,,505,,,,,,,,  3 840,,,,36,,,,,  1 295,90,,,,,,,  1 832,,,,,,,,,,,,476,,,,,,605,,,429,,  7 297,,,,,,  1 519,  12 470,,,,36,,,,,,,314,,,,,,,  67 781,,,,,,,24,,,,,,
Slovenia,,,,,,,,,810,,,  8 577,  17 908,,,,,,,  1 051,,,,,9,,  1 770,,211,,,78,,,,,,  9 190,,43,,,39,,,,29,,,,,,  19 587,,,17,315,,,338,,,,,,,,,7,,,,,53,  2 593,,,,,,  39 738,,,130,,,,,,,,,,,,422,33,,,,,210,,,  4 699,,,,,,,,,,9,,,,,114,,484,,,,,,25,,,,,,69,,,,  1 617,,,,,,,,152,,,,,,,,377,,,,,,,29,,153,54,,,,,,,350,,,,,,,,,,,,  10 930,,,,,310,,,,,,  1 312,,,,,,  1 214,  3 916,,,,256,,,,,,,146,,,,,,,  2 298,,  8 715,,,,,103,,,,,,
Solomon Islands,,,,,,,,,,,,  2 353,14,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,0,,,2,,,,,,,,,,,,,703,6,3,,,,,,,,,0,,,,,,,,,,,,,1,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,,,,,,119,,,,,,,
Somalia,,,  20 810,,,,,,2,,,  7 743,  1 215,,,519,,,,  2 260,,,,,3,,,,,,,15,,,,,,  24 747,,,,,12,,,,,,,,1,,,,,13,34,,,  10 681,  93 042,,,,  22 709,,,  2 457,2,  442 910,,,,  12 490,  1 883,,,,,,  7 359,,,742,,,,,,,,,,,,553,1,,,,414,531,,,  11 556,,,80,,  488 470,,  3 168,,,4,,,,  104 539,,,,,54,967,,,  1 210,,,,,,,,,,,,,,,85,,,  27 115,,  1 147,38,,,,,  27 042,,,,,,,,,,,,  1 243,,,,,59,,,,,,,,,,,,,64,,,,,,,,  69 688,,272,,,130,,89,  59 213,  4 936,  2 538,,143,,,,,,,,  2 176,,,,  28 586,,  6 000,  110 775,  2 967,  145 579,,,,,,,,,  245 683,,
South Africa,,,,,,  7 144,,45,126,,,  183 370,  2 792,,104,,,,,881,,,262,,17,,,  37 265,  1 894,,,174,,,,,,  47 182,35,52,,,  20 457,,,,54,,,,59,,203,,,  5 532,341,,,  1 875,,,11,122,249,,,122,21,,20,,,  1 005,  5 180,,,9,,,  18 368,,,  6 910,,,,,,,,,,,,349,81,,,,,  8 983,601,  11 721,  5 657,,,61,,112,,,,,10,,  2 610,,647,30,,45,,  8 174,,,,203,,,,622,,265,,,,,,,  8 897,,  7 775,,,  13 470,,  56 396,,,,,,  1 453,,,,46,,,116,813,381,  10 677,,,  1 574,,,,240,,116,,9,,,,,,,,141,256,218,,,108,43,,,,,  2 829,255,,,,  12 511,  2 440,  7 636,,,,,,,,,,,295,,,,,,,  218 732,712,  88 907,,,,,71,,,,,  3 341,  18 610
South Sudan,,,,,,,,,,,,  4 220,,,,849,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,  8 749,,,,,,,,,  1 490,,  375 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,292,,  92 355,,  1 726,,,1,72,,,  1 776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,  2 033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  135 558,,,,,,,,,,,,,,,,,,,,,  9 817,,,,,,,,,,,,,,
Spain,,,,,  20 446,,,12,  98 050,,,  18 061,  4 122,,111,,,,35,  60 598,,,130,,  12 181,17,,,  36 691,,,  4 276,,,143,,,  10 943,27,,,,  8 834,,401,,  6 629,,,,  2 216,,188,  4 522,20,174,880,,,  5 893,,,  7 062,  7 473,463,534,  1 279,,152,,,,,  3 052,  304 422,,80,,,,  100 560,,  2 072,  1 181,,,,,  1 320,228,,,  2 684,,385,  1 683,443,,,,,  7 751,,  1 890,  31 829,,  2 068,322,,,,,,,164,,,51,726,273,557,  4 005,,,,,,176,,,84,27,,  26 909,,,,,,  4 167,,,315,,,  24 734,147,,460,,,,,  6 145,,,,  3 702,,883,  5 075,  1 305,  4 820,  15 339,  1 816,,,,,  22 914,  1 394,,,,,,,,,,,,158,25,,,,820,477,,,  1 565,,,35,,,,,  9 709,  62 870,,,,,,,,,,,  1 213,,,,62,,,  91 179,,  94 364,,  13 224,,,  74 582,,,,,,
Sri Lanka,,,,,,,,,2,,,  112 120,981,,39,  9 841,,,,  1 368,,,,33,2,,,  1 925,48,,  1 234,9,,,,47,,  146 998,,,,,7,  5 435,782,,,,,,1,,,,,  11 001,130,153,,  8 258,,,,,249,,,,8,,,,,  1 158,  47 864,,,,,,  46 716,20,,889,,,,,,,,,,,,62,167,  155 195,,,,238,,,  85 093,,  9 240,  13 175,,,,  36 556,,,33,  3 271,,,367,,,,,,  6 634,  9 448,,20,,,,  1 126,,,,,,,,,,,,115,46,  10 461,,  9 956,,,,,,  9 275,  38 377,578,,,79,,,172,86,26,,  54 731,  25 605,,,,588,,,,,,,,,,  400 734,,,600,,  10 730,,,,,,  1 059,,628,,,,,,  7 115,  42 139,,,  5 597,,,,,,,,52,,,,,,  113 788,  138 752,,  48 074,,,,,,79,,,,,
State of Palestine,,,  56 961,,,,,,,,,  3 154,277,,,  4 671,,,,585,,,,,13,,,,,,,6,,,,,,  8 420,,,,,703,,,,,,,,,,43,,,404,91,,,0,,,19,97,  150 486,46,,,1,,,,,57,993,,,,,,,,,  1 001,,,,,46,,,,,,113,69,,,,,  12 051,67,,,391,,, 2 142 755,,,,  14 253,,,0,  515 550,,,  286 136,,,,,,,,,62,,,161,,,38,,,,,,,,,,,,,,,,,,,,  3 342,,,,167,,,,,,,,  5 595,,,,40,566,,,,,,,,,,,,76,,,,,38,,,,99,,,,,,,,  5 269,184,  238 809,,9,,,,,,,553,740,,,,,  1 513,  54 006,,,  36 221,,,,,481,,,,  3 757,,
Sudan,,,  2 873,,,,,,8,,,  23 989,635,,,  7 522,,,,695,,,,,2,,,,45,,,38,,,,,,  15 221,,  19 546,  363 465,,5,,,,,,,,1,,66,,,579,64,,  5 621,713,,,,,  31 589,,,208,4,  24 539,,,,  1 097,  3 208,,,,,,,25,,  1 855,,,,,,,,,,,,163,,,,,  3 792,588,,,  2 914,,,  2 372,,  7 614,,  45 525,,,0,589,,,  14 428,,,,,,,,,273,,,,,,,,,,,,,,,182,,,  4 422,,,,529,,,,  3 125,  15 775,,,,,,,62,113,,,  18 583,,,,,258,,,,,,,,,,  364 304,,,,,,,,22,,,  3 109,  552 391,389,,,,,,  3 379,  1 121,562,,1,,,,,,,,400,,,,  164 136,,  86 981,  19 758,,  42 306,,,,,,,,,  27 082,,
Suriname,,,,,,,,45,5,,  1 337,158,20,,,,,47,,869,,,,,0,416,,,325,,,0,,,,,,994,,,,,5,,,,,,,,21,,,,  1 871,5,8,,,30,,19,27,,,,,,1,,,,,1,  24 383,  30 785,,,,,,,,9,,,37,,,,,  4 595,,,,,0,,,,,12,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  186 783,,,,,,,,39,,,,,,,,125,,,,,,,,,,,,,42,,,,,,,,,,,,521,,,,,,,209,,,,,,38,108,,,,,,,,,,,,,,,,,,476,,  13 338,,,,,46,,,,,,
Swaziland,,,,,,,,,,,,422,23,,12,,,,,,,,,,,,,696,,,,3,,,,,,359,,,,,5,,,,,,,,1,,,,,,0,,,49,,,,,,,,,,,,,,17,21,,,,,,,,,22,,,,,,,,,,,,,,,,,,21,,,36,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,83,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,  91 232,,,,,,,,29,105,,,,,,,,,,,76,,,,,,,  1 596,88,,,,,,,,,,,,
Sweden,,,,,46,,,,204,,,  12 585,  3 551,,29,,,,340,  4 746,,,,23,293,,,500,757,,,230,,,,,,  8 116,,12,,,  1 257,,,,182,,,,140,,628,,,  1 016,459,,,  22 609,,,74,349,394,35,,,419,,76,,,  41 265,  10 061,,,,,,  19 990,,,  5 419,87,,,,47,,,,,,23,  1 619,  1 939,,,,,  1 868,,688,  6 411,,  1 736,95,,,,,,,376,,,58,748,26,260,  2 064,,,,29,,543,,,,,,412,,,,151,,,,,92,,,  4 447,,  1 402,33,,,,,  49 216,,,,212,,,282,605,  1 307,778,,,,,,81,475,,,,,,,,,,,,  1 191,,,,,256,353,,,247,,  19 056,126,,,,,,  10 201,,,640,,,,,,,,  5 355,,,,,,,  35 055,,  46 919,,,,,114,,,,,,
Switzerland,,,,,75,,,,794,,,  15 750,  15 802,,307,,,,29,  2 326,,,125,24,659,,,,  3 563,,,291,,,13,,,  22 566,74,145,,,  1 035,,726,,679,,,,689,,  3 009,,,421,512,,,  2 689,,,  1 045,  1 962,  1 521,59,,,39,,,,,  1 309,  95 267,,120,,,,  84 294,143,,  3 698,,,223,,154,,,,781,,45,  2 520,142,,,,,553,,  3 853,  198 170,,971,210,,,,,,,76,,,25,932,  12 862,43,533,,,,117,,121,,,,105,,  1 450,,,19,212,,,,,392,,,  6 889,,  3 185,84,,,,,  2 198,,,,367,,,780,  1 033,  1 015,  15 668,,,,,,49,580,,,,,,,,,,,,  2 856,,,,,621,  1 054,,,  2 111,,  61 401,282,,,,,  3 492,,,54,821,,,,,,,,  10 411,,,,,,,  21 458,,  41 218,,,,,661,,,,,,
Syrian Arab Republic,,,  5 526,,,,,244,  1 125,  2 828,,  10 866,  3 320,,,  3 044,,,83,  4 406,,,,,2,,,,  2 461,,,  1 365,,,,,,  24 666,,,,,306,,,,136,,,,11,,180,,,  3 628,856,,,  4 322,,16,25,64,  146 837,,,,6,,,,,  1 039,  16 758,,,19,,,  53 099,51,,  7 044,,,296,,78,111,,,,,,  1 433,35,,  2 201,,  246 556,114,,  9 483,  6 058,,,  700 266,,,,  21 340,,,16, 1 255 494,,,  27 762,,,,,,,,,307,,155,180,,,189,,,,,,  2 082,,,,,,  9 714,,,,,,,,  5 473,,,,265,,,,62,588,26,,  7 148,,,,  2 499,  3 265,,,,28,,,,,,  623 247,,123,,,,,228,52,,,129,,  5 910,72,  4 672,,,,  69 199,  3 694,,,,,,,,,,  1 232, 1 568 494,,,,,  3 720,  35 196,  9 950,,  69 459,,,,,  15 632,,,,  2 943,,
Tajikistan,  15 031,,,,,,,,,,,137,284,249,,,,,  5 679,117,,,,,1,,,,8,,,137,,,,,,  1 195,,,,,2,,,,,,,,,,,,,10,229,,,27,,,,,145,,,,374,,,,,56,244,,,,,  1 834,  28 985,,,97,,,,,,,,,,,,16,2,,,,,21,,  1 885,186,,,,  15 816,,,,  2 205,,561,,,,678,,332,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,103,,,,,,,,,59,,,,,,,,  466 508,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,308,164,,,,,,,,,,,277,,,,,  29 367,,455,,  4 331,,,  11 496,,,,,,,,
Thailand,,,,,,,,,60,,,  60 712,  5 604,,,  1 159,  10 548,,,  3 784,,,,61,9,,,,549,,  14 384,18,,,,  30 806,,  16 263,50,,,,36,  15 192,  19 192,961,,,,,7,,,,,291,624,563,,  12 384,,,,,  1 199,,,,14,,114,,,  11 296,  18 151,,,,,,  76 002,,,378,157,,,,,,,,,,,762,  1 198,,  21 907,,,535,,,  9 866,,  41 422,109,,,,  3 755,,  1 688,10,,,,  2 850,84,,174,,,  8 283,139,,125,,,,,,160,,,,,,,,,67,,,  13 990,,  8 023,,,,,,  18 049,,,,144,,,21,340,98,264,18,  2 291,  26 225,,,,217,,,,,,,,,,,,,239,,  19 269,,62,225,,,940,,  2 084,269,,,,,  38 990,  19 990,,,,,145,,,,,,146,,,,,,  13 395,  47 389,,  236 180,,,,,70,  11 552,,,,,
The former Yugoslav Republic of Macedonia,,591,,,,,,,  1 489,,,  53 665,  21 921,,,,,,,  7 682,,,,,12,,  2 779,,46,,,  2 508,,,,,,  10 563,,,,,406,,,,,,,,27,,  10 055,,,22,  1 882,,,  2 990,,,26,1,134,,,,4,,,,,  8 763,  4 488,,,,,,0,,,  2 169,,,,,,,,,,,,0,41,,,,,655,,,  73 033,,,93,,,,,,,,,,,,87,,346,,,,,,35,,,,,,,,,4,  3 317,,,,,,,,161,,,,,,,,  2 477,,,,,,,,,264,264,,,,,,,255,,,,,,,,,,,,  46 737,,,,,722,  16 510,,,123,,627,,,,,,  6 216,  58 804,,,,,,,,,,,  144 544,,,,,,,  3 170,,  25 316,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,  11 214,,,,,,,,,,,,,,,,,59,,,,,,8,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,12,,,,,,,,,217,,,,,,,,,,,,,,,  21 907,,,3,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,  1 663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  2 008,,,,,,,,,,,,,
Togo,,,,,,,,,,,,348,219,,,,,,,  3 548,,  48 118,,,1,,,,11,,,,  15 393,,,,,  2 768,,9,,,20,,,,,,  2 437,,,  50 328,,,,,16,,,148,,,,,,,,,,,,,,87,  23 763,,,  14 900,,,  14 251,  87 494,,14,,,,,,  5 773,,,,,,10,6,,,,,114,,,  5 152,,,,,,,,,,0,,,364,,,,,,,,,  6 653,,,,144,,,,,,,,,,,,,,,  1 180,,,,  9 702,  147 698,,,113,,,,,,,,,,72,,,,,,,,,,,,,,,,,,  1 613,,,36,,,,,,,,,508,,,,,,359,  1 866,,,3,,,,,,,,,,,,,,,  1 743,,,,,,,,,,,,,
Tokelau,,,,21,,,,,,,,738,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,  1 272,,,,,,,,  11 784,7,,,,,,,,,,,,0,,,,,,,1,,,,,,103,,,,,276,,,,,,,,,,,,,,0,,,17,,,,,,,,,1,,,,  1 332,3,96,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,  23 291,,,,119,,,,,,,27,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,298,,  17 717,,,,29,,,,,,,
Trinidad and Tobago,,,,,,,,720,34,,,  1 920,70,,390,,,  1 490,,,,,68,,5,6,,,224,401,,,,,,,,  74 682,285,,,,12,,,,37,,,,35,,,,96,17,8,,,167,,306,23,45,,,,,2,,,,,45,411,,,,,,917,,,18,,  2 196,,,,,,880,,,,12,3,,,,,111,,,167,  2 299,,,,,,,,,1,,,,,,,,,,,,,15,,,,,,26,,,,,44,,,,,,,534,,,,,,,,349,,,,119,,,,,,,174,,,,,,,,,266,780,,964,,,,,,,,,,208,,,,,26,,206,,,,,,299,340,,,,,,,,,,,,,,,,,,  25 364,,  240 948,  1 759,,,,  2 808,,,,,,
Tunisia,,,,,,,,,45,,,675,  3 690,,,468,,,,  5 730,,,,,1,,,,95,,,95,,,,,,  13 099,,,,,15,,,,,,,,4,,,,,39,752,,,926,,,,,872,,,,7,,13,,,810,  388 598,,,145,,,  41 332,,,636,,,,,,,,,,,,238,26,,,,312,100,,  23 543,  107 671,,,274,,,,  1 784,,,1,,,,  3 084,22,,136,,,,,,376,,,248,,,,,,,,,  2 622,,,,,,  4 568,855,,,,,,,  1 007,,,,,,,,568,409,133,,978,,,,  1 078,335,,,,,,,,,,,,40,,,,,144,50,,,117,,  2 734,,600,,,,  4 943,  11 153,,,,,,,,,,,517,,,,,,  5 416,  6 606,,  10 295,,,,,14,,,,,,
Turkey,,  2 172,,,,,,,635,581,0,  43 000,  184 847,  2 121,,  2 170,,,25,  43 686,,,144,,37,,,,432,,,  6 551,,,,,,  29 470,,7,,,258,,,,47,,,,8,,86,,,682,  1 580,,,  34 379,,,31,,998,,,,81,,,,,  7 860,  297 429,,,,,875, 1 655 996,,,  33 489,,,,,25,,,,,,,  2 154,70,105,,  2 447,  17 515,489,,  27 960,  20 491,,,  1 083,  46 894,,,  12 297,  1 051,,88,268,,,  2 535,623,64,201,,,,,,268,,,,,,267,,,198,88,,,,,32,,,  199 551,,,,,,,,  11 192,,,,112,,,52,879,874,287,21,  5 046,,184,,  5 555,  10 237,,,,,,,,,,,,388,,,,,308,108,,,  1 213,,  3 969,44,,,,,  47 188,  84 488,,803,1,  19 922,,,,,,,,,,,,  1 355,  25 089,  100 956,,  107 627,,,,,132,,,,,,
